v_ego,v_followed,v_oncoming,dist_flw_m,dist_oncom_m,engine_power_kw,weight_kg,road_friction,target
62.55,87.01,101.45,37.96,1209.57,239.58,2280.1,0.83,0
91.55,70.27,83.21,32.17,1304.49,196.94,1701.11,0.78,1
128.33,43.64,99.12,48.84,1409.87,344.6,2149.71,0.59,1
94.78,86.99,71.93,34.65,683.72,304.23,1673.4,0.71,0
122.56,72.55,121.13,13.92,618.98,81.77,2769.01,0.36,1
108.56,99.82,64.09,32.51,585.3,241.15,2939.65,0.69,0
96.54,63.53,66.31,27.99,1149.88,285.28,1328.68,0.58,1
54.03,96.79,69.95,11.16,873.02,283.65,2307.91,0.33,1
60.91,58.45,57.28,41.92,857.86,162.61,2053.18,0.85,0
51.47,87.93,122.35,24.84,603.28,142.6,1302.49,0.79,0
63.01,69.26,121.46,26.66,197.39,148.41,1750.86,0.28,0
74.32,74.46,121.21,28.52,203.49,346.7,2435.26,0.37,0
102.11,41.38,74.88,33.57,1243.86,345.22,2417.96,0.75,1
55.4,64.25,100.76,39.48,225.59,207.23,1964.89,0.23,0
124.89,44.81,97.03,41.32,198.4,260.05,2275.71,0.71,0
118.64,40.26,101.92,45.33,1028.38,326.72,1434.2,0.86,1
85.47,40.03,57.98,25.47,121.31,240.43,2628.48,0.57,0
83.78,52.08,90.48,27.07,690.49,322.83,2457.04,0.48,1
111.15,80.03,124.68,32.85,681.9,302.14,2481.77,0.91,0
59.01,103.86,76.27,24.19,1425.95,340.53,1662.7,0.63,1
101.02,41.64,81.1,30.29,1343.8,189.63,2550.15,0.41,1
105.8,43.52,79.43,32.63,1060.8,135.51,2120.23,0.54,1
84.39,82.29,72.78,37.27,1316.02,186.23,2367.84,0.98,0
121.07,86.6,101.67,21.15,529.47,99.93,1788.17,0.65,0
74.19,89.56,50.49,14.29,429.43,187.44,1702.04,0.54,0
129.29,89.65,86.03,35.82,752.31,297.71,2039.36,0.49,1
110.5,67.33,62.04,21.82,1001.59,163.27,1893.53,0.35,1
62.81,106.02,107.46,31.58,303.71,249.55,2819.51,0.93,0
81.83,51.08,74.05,27.15,230.77,314.81,1552.76,0.93,0
118.35,105.49,113.86,26.53,195.49,198.3,1614.31,0.99,0
96.14,106.98,50.58,10.38,334.32,102.4,2761.6,0.87,0
60.66,89.15,94.95,46.77,628.93,89.69,2130.19,0.33,0
88.5,70.01,96.59,11.05,675.44,347.41,2511.61,0.7,1
96.62,56.23,75.55,30.89,934.24,110.77,2478.8,0.8,1
92.82,60.12,92.67,42.32,167.66,193.25,1795.16,0.31,0
118.05,106.72,122.9,26.35,714.4,247.0,1305.16,0.78,0
66.04,83.37,51.99,39.46,603.83,343.58,2764.12,0.38,0
86.0,105.98,72.71,15.61,958.72,188.35,2916.7,0.45,0
63.9,47.28,89.0,28.23,1103.17,94.21,2487.04,0.5,1
116.63,65.46,105.13,20.89,232.52,205.6,2931.14,0.81,0
102.08,102.97,59.91,38.79,698.0,202.23,2769.53,0.99,0
119.75,82.77,55.58,35.4,567.35,299.69,2409.87,0.7,1
97.44,103.76,129.82,23.26,1398.45,105.55,1968.26,0.51,0
127.45,93.99,75.91,43.38,1388.96,226.81,2892.27,0.48,1
69.39,82.23,77.53,28.7,501.88,181.66,1677.41,0.28,0
81.85,91.23,60.29,32.99,815.9,78.27,2424.66,0.65,0
81.71,106.41,112.42,48.06,527.1,83.15,1892.75,0.23,0
106.2,41.67,109.71,42.91,265.96,312.05,2825.73,0.54,0
117.6,70.81,74.05,28.54,1377.46,205.67,2351.27,0.64,1
84.56,79.18,58.06,17.71,938.7,316.4,2424.34,0.65,0
56.32,88.41,112.96,10.66,413.82,342.33,1685.83,0.3,0
126.06,43.94,82.95,29.54,539.62,303.84,2404.7,0.38,1
97.01,47.39,106.15,46.47,627.4,254.64,1500.36,0.71,1
106.76,45.58,121.65,38.17,1020.75,299.65,1379.66,0.96,1
64.63,68.56,61.84,35.31,793.64,339.48,2056.41,0.75,0
70.61,55.07,99.04,39.32,1257.77,94.31,2778.76,0.75,1
90.01,55.13,76.89,13.94,350.26,127.2,2938.85,0.82,0
127.59,89.46,108.32,16.86,146.01,216.78,2822.57,0.36,0
127.16,104.63,69.56,37.32,1204.97,290.0,2857.58,0.64,1
125.88,86.65,89.61,33.03,1107.62,223.1,1951.36,0.32,1
65.19,91.58,57.81,39.33,138.49,292.56,1590.71,0.4,0
62.79,95.41,60.55,36.9,546.89,170.31,2990.87,0.93,0
96.17,97.45,85.98,49.62,1342.61,115.76,2821.39,0.25,0
64.17,65.78,71.97,10.69,513.29,182.33,1412.94,0.87,0
55.57,102.08,120.35,19.54,784.98,213.29,1864.7,0.78,0
123.47,44.71,86.4,48.66,976.82,172.38,2531.86,0.86,1
64.68,108.32,55.17,20.56,565.13,134.71,2989.68,0.95,0
53.62,47.43,101.76,28.61,949.35,130.33,2178.85,0.6,0
72.29,62.1,66.67,48.66,541.84,242.49,2853.32,0.75,0
127.48,54.95,124.88,11.25,1025.52,107.81,1838.74,0.26,1
57.07,80.29,100.76,36.49,918.89,232.99,2700.89,0.79,0
100.99,102.53,129.83,25.27,156.18,135.42,1835.04,0.94,0
72.92,69.71,68.08,37.25,1197.51,218.89,2610.53,0.74,0
114.65,89.06,89.37,10.34,1082.62,247.57,1439.81,0.77,1
83.71,56.68,52.67,12.14,937.92,310.83,2906.1,0.62,1
123.82,66.09,54.7,21.88,427.17,347.93,1687.72,0.66,1
116.09,61.39,67.34,47.38,965.82,277.92,1712.23,0.95,1
60.75,75.41,117.38,33.84,250.5,319.31,1503.29,0.46,0
124.54,88.8,102.76,39.81,1267.66,302.53,2572.08,0.97,1
128.5,108.9,95.21,42.11,840.31,100.83,1729.64,0.28,0
125.52,108.53,126.82,25.66,1255.77,114.87,1342.67,0.49,1
53.75,53.15,98.29,12.99,1258.92,227.15,2499.92,0.83,1
98.28,107.62,93.68,13.88,1133.4,313.58,1520.21,0.65,0
117.37,72.09,84.58,43.92,1171.82,184.14,2287.3,0.29,1
96.69,80.55,92.29,26.3,666.92,253.02,2573.11,0.54,0
115.64,99.04,61.45,42.05,1178.47,95.58,2001.18,0.81,1
121.4,105.81,79.69,48.11,1046.4,176.18,2231.68,0.72,0
127.37,77.38,97.6,16.79,1435.93,166.84,2006.03,0.9,1
109.8,76.92,67.42,29.21,754.3,128.58,1702.08,0.71,1
100.41,91.22,64.82,16.42,844.76,249.72,2448.41,0.37,0
69.16,70.38,129.36,48.14,346.6,142.54,2544.69,0.42,0
96.46,85.37,114.9,30.25,620.54,123.71,2556.94,0.45,0
108.47,62.31,126.52,20.64,517.12,79.1,2371.48,0.75,1
123.33,109.1,90.06,18.84,345.2,215.12,2474.07,0.56,0
112.85,106.92,123.11,46.47,1479.67,140.37,1470.34,0.8,0
99.71,84.65,78.58,25.11,1016.97,210.72,2139.5,0.88,1
65.9,91.85,114.59,19.02,314.19,128.13,1542.6,0.58,0
104.41,44.4,83.25,21.9,1053.55,120.87,1762.02,0.59,1
115.1,50.22,121.86,36.22,324.78,210.63,2791.92,0.34,0
82.55,44.94,104.91,16.77,613.19,349.76,2845.53,0.37,1
74.98,67.78,94.46,12.84,1205.57,308.6,2494.99,0.71,1
71.64,75.58,91.98,43.79,578.22,108.95,1327.25,0.24,0
118.73,97.73,82.92,33.64,412.52,101.98,2287.79,0.36,0
107.31,92.71,84.9,44.18,323.9,184.64,2685.85,0.98,0
73.33,84.68,71.16,23.5,852.48,297.97,1468.04,0.65,0
107.6,97.61,113.53,11.33,1096.33,255.94,2801.01,0.81,1
104.96,70.83,123.17,32.23,558.21,271.02,1588.08,0.5,0
119.77,95.66,77.27,18.42,1195.31,170.5,2816.52,0.72,1
115.28,105.2,121.14,10.68,140.87,157.08,2947.93,1.0,0
55.68,72.01,70.59,19.3,922.35,155.16,1677.46,0.64,0
102.1,88.03,56.5,43.51,1023.33,76.18,1687.19,0.29,1
106.29,79.96,83.36,20.74,147.22,271.12,2504.51,0.64,0
78.13,95.48,67.3,43.43,377.94,240.79,2550.43,0.97,0
129.01,97.25,104.06,23.4,658.59,306.26,1450.54,0.72,1
126.05,91.55,68.99,45.32,950.95,299.75,2599.7,0.56,1
128.68,69.11,64.88,43.15,340.01,227.46,1796.35,0.37,0
77.47,61.93,87.16,47.04,1002.23,109.0,1568.33,0.78,0
94.3,84.75,116.63,31.39,944.28,270.05,1818.24,0.31,0
120.19,105.48,80.08,30.55,1461.26,207.73,1494.76,0.83,1
114.29,71.9,58.2,36.82,563.37,76.23,1632.67,0.69,1
121.06,65.51,51.35,24.35,765.64,178.7,2783.8,0.36,1
129.59,69.06,82.22,47.08,389.47,282.73,1951.6,0.6,0
58.43,63.29,104.27,30.91,872.81,178.09,1314.23,0.73,0
115.27,108.35,101.33,25.92,1377.77,302.32,1676.61,0.53,0
122.87,75.29,86.24,40.63,1003.93,279.82,1429.77,0.86,1
72.99,80.45,110.26,32.73,785.95,91.06,2706.23,0.23,0
109.08,97.67,67.24,32.7,192.37,251.52,2447.31,0.44,0
110.92,46.2,56.63,49.16,671.74,82.03,2634.22,0.53,1
95.44,73.36,114.68,49.12,975.55,203.63,1914.15,0.68,0
124.74,88.28,123.52,38.66,1337.44,78.79,2397.16,0.63,1
89.4,60.72,118.96,43.99,316.3,267.98,2517.54,0.96,0
79.99,61.82,119.51,38.45,1460.31,258.45,2283.73,0.63,1
108.03,67.16,58.69,36.57,815.39,146.75,2208.83,0.38,1
83.47,108.52,123.19,16.09,1113.25,305.6,2413.34,0.23,0
52.66,107.66,85.23,11.43,233.37,141.01,2015.65,0.48,0
79.86,54.75,55.27,23.03,1023.64,138.65,2278.3,0.98,1
57.0,41.05,84.77,16.42,295.25,141.33,1923.66,0.41,0
103.1,44.18,117.17,45.17,507.79,223.87,2721.66,0.32,0
90.25,40.09,110.53,14.22,226.52,128.75,1572.62,0.43,0
116.99,60.65,68.8,24.91,1338.14,302.36,1996.86,0.97,1
101.98,68.77,100.91,17.57,659.99,344.49,1300.17,0.94,1
65.21,87.31,61.25,33.88,1488.49,146.89,2359.82,0.41,1
96.41,108.12,112.32,12.48,865.67,82.16,1957.89,0.8,0
113.98,92.67,62.03,17.99,1428.05,99.15,1648.33,0.31,1
115.79,102.82,78.51,35.75,1294.99,273.44,2810.18,0.47,1
127.12,78.04,58.09,46.8,307.4,82.94,1519.61,0.32,0
115.75,98.91,90.06,11.4,1267.47,145.38,2626.35,0.68,1
122.74,73.89,66.88,46.18,555.86,214.48,1945.89,0.8,1
65.71,86.95,68.97,17.56,572.33,159.54,1610.28,0.22,0
126.5,54.38,91.12,37.58,827.42,251.54,2874.59,0.97,1
51.54,87.54,50.45,43.7,508.44,198.99,2010.95,0.36,0
67.97,109.74,68.32,39.23,1333.53,204.59,2913.74,0.75,0
54.99,60.16,97.41,26.43,613.77,294.41,1621.87,0.42,0
107.04,86.71,107.5,28.23,598.68,219.95,1337.97,0.33,0
124.84,55.4,67.73,49.27,460.37,154.96,2278.57,0.3,1
62.35,108.89,108.19,34.88,1473.14,241.1,1412.65,0.82,0
71.56,95.29,117.68,22.8,120.12,206.35,2527.7,0.44,0
99.79,72.44,121.58,24.19,762.7,96.94,1661.23,0.43,1
95.11,106.03,116.36,30.03,1148.43,171.3,2232.6,0.73,0
66.36,71.42,127.76,34.95,1262.34,291.06,2506.03,0.77,0
104.22,94.77,120.5,14.49,1103.34,91.29,2648.54,0.57,0
128.49,83.81,107.44,36.13,904.43,126.13,2970.64,0.5,1
86.03,62.01,81.34,37.88,781.34,342.39,2173.67,0.27,1
64.79,76.35,128.82,29.83,1374.32,250.27,2855.41,0.52,0
64.54,49.38,74.74,23.87,1292.61,244.6,1746.24,0.62,1
81.95,103.48,99.1,43.08,112.15,256.2,2676.17,0.91,0
106.65,70.12,110.76,18.13,422.48,86.99,1815.44,0.57,0
129.64,77.24,124.18,19.02,1092.72,340.17,2930.31,0.8,1
126.39,43.85,65.98,19.08,441.55,230.48,1751.49,0.48,1
66.85,72.6,84.31,20.42,563.53,213.41,2209.13,0.53,0
52.17,71.37,58.02,12.93,1415.76,220.9,2834.95,0.68,1
95.28,66.32,61.93,31.83,842.89,334.15,1790.43,0.98,1
66.9,108.46,80.07,45.57,401.93,278.77,2133.92,0.78,0
111.56,107.0,97.21,31.64,1338.4,172.22,2547.03,0.89,0
129.72,91.49,69.47,38.65,578.7,203.77,2155.57,0.24,1
59.06,69.13,97.67,19.39,1240.58,318.61,2325.22,0.69,1
105.58,77.94,99.17,25.74,147.74,172.75,2951.99,0.92,0
91.61,102.63,84.06,16.35,407.65,249.96,1665.89,0.99,0
99.09,109.25,67.42,49.74,1293.29,218.87,1612.65,0.32,0
92.86,72.8,81.33,29.73,1196.07,106.4,1563.0,0.61,1
106.61,43.29,118.76,29.17,585.68,294.32,2303.01,0.28,1
57.03,100.74,125.78,49.71,1141.19,166.37,1652.19,0.66,0
72.86,94.44,83.92,45.93,461.93,101.06,1684.05,0.62,0
98.28,90.01,93.33,12.28,1078.23,162.6,2139.59,0.31,0
102.7,60.13,58.55,35.77,478.98,260.51,2623.6,0.76,1
73.57,55.72,54.3,28.73,1417.6,337.5,2081.26,0.47,1
128.14,65.83,75.24,32.66,191.38,186.93,2864.9,0.33,0
96.83,75.85,90.48,29.85,1407.25,239.31,2995.58,0.77,1
96.26,72.22,58.72,31.46,406.8,76.65,2691.7,0.89,0
94.72,89.61,92.91,16.83,549.57,166.46,1785.47,0.34,0
65.92,64.74,74.39,30.31,412.62,349.71,1530.87,0.76,0
122.2,108.95,114.89,21.2,713.39,259.99,2560.78,0.58,0
77.8,93.75,71.72,20.25,303.99,320.38,2019.85,0.91,0
86.67,73.97,82.37,15.55,579.69,225.31,2267.69,0.61,0
119.29,50.17,52.08,38.33,697.51,289.52,2496.76,0.58,1
119.31,100.16,79.79,32.59,877.44,261.54,1345.89,0.34,1
79.42,92.45,73.55,37.3,597.23,121.06,1552.3,0.97,0
113.61,102.12,122.66,44.01,852.68,200.92,1952.47,0.26,0
70.79,48.97,63.86,32.99,1289.69,298.73,2824.77,0.53,1
109.19,105.38,55.47,13.93,1021.01,78.11,1676.43,0.48,0
104.38,74.87,90.06,15.41,550.63,175.35,2518.82,0.94,1
82.22,87.86,127.52,23.45,1097.34,263.0,1478.94,0.63,0
101.43,93.93,98.44,22.5,166.49,153.21,2177.89,0.69,0
93.75,53.22,121.78,13.43,726.57,343.53,2868.04,0.21,1
56.58,94.04,57.27,37.27,664.07,240.6,2990.15,0.49,0
77.71,84.61,52.05,21.91,1453.38,135.58,1810.39,0.42,1
66.89,54.26,97.46,10.6,672.64,339.53,1941.83,0.78,1
110.0,107.18,80.0,36.49,955.33,208.56,1300.11,0.79,0
116.57,68.52,54.93,29.05,740.25,329.55,1357.49,0.86,1
81.1,97.43,87.82,41.36,221.57,175.91,1640.44,0.68,0
77.67,59.16,125.7,24.4,1261.29,128.91,1531.83,0.77,1
125.25,70.52,118.85,35.97,1341.78,269.26,1560.09,0.99,1
121.2,109.17,82.76,47.45,422.25,226.96,1353.95,0.29,0
119.17,67.86,67.53,23.4,1350.93,92.44,2191.4,0.29,1
96.48,53.94,58.63,47.63,1360.3,120.29,1562.71,0.31,1
120.68,109.68,129.17,26.03,610.78,171.98,1336.4,0.85,0
92.87,88.5,88.85,39.33,1315.17,268.85,1780.76,0.33,0
87.52,79.6,66.02,40.61,376.07,349.93,2976.81,0.76,0
64.17,76.22,65.78,37.25,473.24,166.74,1960.7,0.49,0
122.03,93.57,51.49,21.36,998.88,137.49,2374.05,0.37,1
76.01,75.34,98.98,14.01,834.85,282.84,1512.63,0.72,0
78.04,54.08,100.7,36.18,696.41,319.94,2375.14,0.58,1
97.95,80.81,103.76,45.06,1123.25,139.52,1824.2,0.89,1
57.83,40.43,118.71,13.06,1457.34,332.17,2246.02,0.71,1
90.0,68.15,64.71,29.28,193.02,180.84,2851.3,0.8,0
110.44,46.96,90.95,26.76,1259.97,235.18,1975.36,0.79,1
56.68,88.48,113.12,31.75,1447.6,323.64,2079.26,0.28,0
77.41,80.18,65.69,31.19,874.53,137.1,2246.01,0.42,0
105.71,68.82,106.16,13.88,1454.08,167.25,1465.3,0.35,1
106.58,60.96,78.1,29.76,835.29,296.48,2513.68,0.68,1
61.14,103.71,62.33,46.38,808.16,292.81,2162.41,0.47,0
65.8,71.42,115.13,36.5,1034.93,323.99,2466.17,0.23,0
85.13,62.89,126.52,37.77,1194.56,104.76,2591.59,0.47,1
60.16,41.58,54.16,24.87,1362.33,216.18,1838.32,0.68,1
95.26,68.13,51.23,19.33,571.65,201.31,2016.85,0.4,1
86.78,97.66,82.71,46.65,165.74,204.96,2617.36,0.29,0
53.22,65.89,53.91,49.43,262.43,221.47,1472.37,0.53,0
97.75,41.55,112.28,34.27,556.15,201.55,2987.81,0.6,1
80.43,106.31,104.36,41.62,507.2,267.21,2679.99,0.67,0
76.99,46.56,91.7,33.65,698.27,182.79,2589.61,0.22,1
98.29,63.54,71.97,45.56,1367.77,240.83,1658.22,0.24,1
58.84,63.38,76.78,18.13,592.55,138.46,2718.35,0.44,0
90.18,62.4,125.03,15.99,845.69,342.39,1758.14,0.41,1
95.94,104.33,68.14,39.98,1453.31,304.74,2672.89,0.7,0
100.78,92.97,116.86,45.09,1464.73,325.44,1797.94,0.4,0
62.48,46.17,119.26,18.77,1134.0,89.17,2490.36,0.51,1
69.32,75.68,64.73,23.84,547.12,139.51,2891.97,0.41,0
89.78,80.72,123.97,38.46,790.03,240.17,1851.85,0.25,0
71.63,92.11,60.83,32.56,314.07,173.69,1568.93,0.41,0
73.6,77.84,100.65,46.72,1388.86,87.21,1435.18,0.87,0
78.45,102.83,63.27,24.46,571.51,330.89,2681.36,0.23,0
76.29,62.09,56.58,26.02,1427.43,330.1,2667.55,0.65,1
55.38,44.05,70.23,41.09,701.29,266.16,2138.43,0.46,0
122.52,108.99,86.09,13.83,664.63,342.62,2734.53,0.36,0
115.86,42.85,103.81,48.81,812.16,262.92,2310.19,0.62,1
84.75,82.31,100.8,34.91,1018.41,245.67,2205.61,0.74,0
78.05,105.15,53.73,20.69,954.58,165.68,1810.31,0.26,0
126.12,100.71,106.27,28.69,979.49,108.78,2782.49,0.84,1
59.71,45.29,119.17,24.97,564.14,335.31,2697.08,0.47,0
79.39,56.31,89.14,40.97,747.02,139.97,2977.32,0.93,1
122.0,40.5,124.33,37.17,356.43,323.44,1435.74,0.25,0
67.28,79.58,112.09,13.45,1051.24,88.88,2919.97,0.39,0
96.7,70.89,85.79,19.56,1065.44,92.73,1536.67,0.75,1
99.37,60.83,126.7,41.83,149.42,325.21,2969.17,0.5,0
118.71,66.41,116.0,42.77,505.03,292.13,2846.13,0.56,0
88.45,84.62,105.05,47.79,330.08,271.32,2227.29,0.48,0
116.69,85.13,68.56,15.87,1133.75,266.09,2718.95,0.75,1
121.52,53.39,115.6,46.08,1223.56,259.08,1598.26,0.98,1
120.54,91.14,83.54,25.09,525.95,139.26,1326.98,0.7,0
89.77,98.88,63.94,43.87,1332.87,194.33,1458.19,0.71,0
50.88,100.33,128.8,46.36,872.91,279.3,2873.72,0.45,0
125.28,57.75,129.86,31.46,1441.91,107.24,1675.43,0.46,1
60.84,79.54,112.97,37.65,531.38,283.03,2977.86,0.29,0
64.97,67.49,126.5,34.84,935.39,340.97,2831.53,0.48,0
73.37,106.72,122.74,13.35,557.09,255.87,2029.92,0.29,0
87.45,59.28,101.61,29.52,130.7,305.69,1626.33,0.61,0
125.29,87.41,129.68,40.75,593.64,223.48,1590.91,0.47,0
71.24,80.14,60.33,39.73,386.54,303.02,1457.68,0.51,0
75.96,71.31,63.14,47.67,431.6,214.66,1432.11,0.94,0
53.94,77.38,116.21,17.43,1080.98,338.14,2555.45,0.49,0
59.33,51.91,65.26,43.75,576.2,87.75,1792.98,0.93,0
114.54,99.73,85.24,16.66,336.97,189.59,2804.92,0.53,0
83.09,61.82,63.83,44.12,375.89,155.05,1848.25,0.67,0
83.53,47.88,55.33,46.38,896.11,240.06,2479.91,0.29,1
71.98,42.75,83.57,29.94,1111.19,327.93,1527.67,0.8,1
75.51,88.12,86.49,24.01,398.39,328.59,2471.31,0.71,0
100.7,58.8,87.37,35.05,1125.43,309.31,2910.63,0.69,1
115.79,70.17,75.04,38.85,741.3,303.7,2489.41,0.2,1
54.29,60.11,67.48,21.89,457.05,181.95,1602.97,0.95,0
68.14,59.94,56.05,23.59,996.31,105.23,2671.91,0.48,1
125.78,53.94,107.29,23.63,1047.32,139.07,2997.93,0.98,1
70.17,71.03,53.39,40.53,1342.31,172.7,2421.69,0.49,0
81.4,79.78,118.32,44.43,1460.58,295.3,1474.93,0.23,0
106.14,73.32,58.12,24.47,379.79,82.23,2564.67,0.44,0
114.28,97.44,96.52,41.36,216.69,190.53,1422.42,0.76,0
125.82,72.54,102.99,39.36,802.02,80.39,1875.65,0.81,1
77.4,48.14,74.67,26.93,1149.94,129.1,2668.09,0.26,1
105.66,60.57,105.57,18.46,223.0,99.61,1421.89,0.42,0
90.99,64.85,59.54,26.97,274.32,82.11,2114.89,0.62,0
68.1,54.32,95.04,44.11,329.55,339.46,2218.72,0.9,0
127.59,58.82,73.7,25.79,765.68,324.7,1530.3,0.29,1
114.81,49.03,84.59,34.33,1251.7,196.24,1953.7,0.41,1
114.67,68.75,60.95,31.42,194.11,176.42,2249.39,0.56,0
63.4,64.51,86.65,19.45,562.36,232.98,1429.67,0.46,0
95.21,108.42,77.9,45.21,614.88,160.2,2533.5,0.93,0
89.61,105.32,122.0,35.64,961.37,239.9,2841.91,0.88,0
56.42,84.83,66.37,17.91,931.57,263.73,1347.89,0.81,1
81.37,50.07,75.22,41.91,159.42,122.91,1479.59,0.62,0
120.33,74.41,74.69,40.48,208.9,133.56,1740.23,0.36,0
90.12,55.92,88.42,29.44,483.13,339.95,2966.67,0.26,0
87.88,106.39,95.25,25.75,494.45,297.35,2813.61,0.99,0
100.1,82.47,111.86,27.61,1428.61,187.94,2420.86,0.73,1
98.25,76.2,124.51,28.71,187.36,75.6,2399.31,0.68,0
80.71,56.38,58.45,49.58,1431.59,114.6,2928.81,0.49,1
68.03,77.64,94.58,49.09,637.85,157.57,1963.83,0.21,0
78.99,68.77,121.19,29.82,581.62,198.13,2754.58,0.29,0
101.88,97.31,81.89,29.71,365.27,108.91,1882.62,0.56,0
60.53,49.25,99.43,29.34,932.81,308.74,2640.86,0.48,0
117.56,49.02,87.53,39.83,924.05,199.88,2729.57,0.67,1
81.81,48.5,106.21,15.75,731.15,321.03,1901.64,0.77,1
71.93,48.23,91.2,17.21,1290.5,210.27,1446.89,0.72,1
98.67,44.21,127.78,18.65,814.44,346.09,2139.57,0.38,1
74.07,93.64,81.81,26.73,1063.25,311.47,2012.09,0.72,0
51.53,59.97,87.45,39.57,586.71,147.76,2407.13,0.3,0
83.6,71.4,120.94,25.36,1217.22,191.89,2785.37,0.27,1
125.07,58.08,50.93,43.23,640.68,174.01,2550.16,0.83,1
102.54,72.17,72.59,44.93,872.65,131.54,1975.3,0.3,1
79.17,86.87,53.48,21.68,1010.24,228.65,2321.48,0.97,0
54.89,101.4,124.33,31.85,511.25,104.72,2362.18,0.45,0
65.02,55.88,127.59,33.56,1173.49,331.5,1841.17,0.25,0
74.94,105.53,82.63,21.7,221.77,240.89,1306.99,0.55,0
121.59,45.95,82.79,45.61,695.63,151.38,2954.78,0.31,1
82.6,57.68,104.39,29.76,726.02,228.65,2226.89,0.42,1
113.95,86.95,110.15,39.43,800.93,160.31,1769.13,0.33,0
76.13,77.69,87.63,33.58,1247.86,158.19,2006.68,0.87,0
69.78,54.65,123.4,13.53,878.64,124.48,1426.61,0.71,1
125.96,48.98,122.08,33.02,953.17,104.8,2631.05,0.57,1
107.21,100.11,96.1,27.68,668.76,328.41,2215.21,0.94,0
129.65,69.14,110.39,19.68,1283.85,251.42,2652.97,0.27,1
67.31,72.27,86.61,29.37,991.23,278.02,2837.16,0.78,0
75.66,54.64,83.48,11.89,735.97,275.42,2762.89,0.39,1
110.54,44.48,73.28,10.05,1161.96,192.17,2931.16,0.72,1
101.95,52.69,54.99,27.29,1292.06,111.4,1854.54,0.93,1
72.43,88.7,61.05,13.52,541.35,256.9,2841.62,0.77,0
90.61,87.84,126.41,31.22,1283.16,340.32,1569.86,0.71,0
103.79,73.95,78.06,33.42,1323.74,142.11,1816.55,0.96,1
108.99,108.26,70.56,31.09,1496.5,121.09,2337.46,0.28,0
73.56,67.02,105.92,11.33,1267.18,288.9,2129.78,0.91,1
109.0,47.74,79.09,38.0,701.68,303.21,2045.9,0.76,1
85.81,89.93,99.06,33.81,1278.74,136.11,2482.73,0.33,0
75.6,64.36,127.84,47.29,690.52,269.48,2758.5,0.58,0
117.79,104.12,76.61,13.53,886.03,99.94,2184.95,0.27,1
64.19,107.04,114.73,20.74,821.9,140.86,2064.79,0.89,0
59.45,55.71,113.09,45.56,892.31,83.53,1502.83,0.88,0
113.83,56.56,109.42,23.36,1106.38,304.36,2125.71,0.85,1
75.41,103.28,81.07,30.28,1191.56,267.48,1592.21,0.99,0
91.02,79.46,76.58,25.72,757.41,338.06,1408.89,0.26,0
70.66,70.74,115.9,40.05,1105.75,349.49,2510.9,0.51,0
62.93,84.99,74.43,27.36,782.52,234.36,2837.17,0.38,0
62.3,91.34,110.86,45.19,1004.95,109.38,2965.18,0.41,0
108.06,72.48,71.88,17.45,451.41,297.99,2348.13,0.27,1
115.95,66.74,77.85,37.09,848.14,151.01,1561.19,0.68,1
67.41,67.7,90.01,47.38,323.57,281.19,1625.84,0.29,0
103.74,64.89,97.28,32.88,879.37,181.48,1637.13,0.65,1
109.97,54.65,89.04,35.27,1111.71,328.37,1753.33,0.25,1
59.64,93.23,66.93,25.73,249.8,281.37,2304.96,0.68,0
59.18,50.54,86.26,38.75,700.81,259.51,2000.06,0.9,0
102.88,93.85,115.4,30.69,193.02,126.49,2047.94,0.93,0
101.32,57.74,71.24,10.48,1333.08,249.63,2705.05,0.28,1
98.5,78.04,76.31,31.79,1012.23,202.96,1630.56,0.43,1
113.62,46.83,86.46,38.92,424.78,121.15,1461.51,0.51,1
84.47,74.87,111.09,28.37,982.57,168.24,2018.67,0.59,0
72.03,45.51,110.07,42.61,1242.05,134.57,1786.64,0.86,1
113.24,40.89,79.95,45.58,702.93,128.15,2001.11,0.59,1
56.88,95.43,124.08,26.88,203.13,75.09,1765.74,0.26,0
51.23,91.08,127.51,19.59,676.87,321.17,1985.99,0.69,0
78.69,104.96,66.39,23.28,334.59,236.54,1987.82,0.7,0
56.41,77.19,129.14,48.32,196.52,87.13,1741.39,0.93,0
77.19,89.96,98.68,25.27,811.6,128.38,2229.28,0.61,0
83.08,57.15,110.82,25.51,1172.82,158.15,2890.13,0.25,1
128.69,109.44,87.88,26.89,932.68,279.97,2348.48,0.92,1
54.61,85.56,105.6,22.85,1467.76,77.54,1895.18,0.65,1
73.86,97.39,58.82,46.93,464.03,235.38,1555.21,0.91,0
65.68,59.37,112.02,36.83,301.11,160.59,1390.39,0.27,0
80.77,75.81,129.43,45.2,165.01,213.41,1752.88,0.58,0
54.05,85.06,50.74,21.09,947.2,240.81,1452.77,0.93,1
57.87,62.15,58.43,12.83,407.98,245.7,2283.13,0.43,0
116.69,83.54,82.66,27.16,398.93,175.39,2441.18,0.28,0
90.89,79.22,117.33,48.92,917.45,105.81,2399.16,0.96,0
73.0,88.52,96.34,38.35,1064.16,234.56,2147.91,0.23,0
103.33,47.24,73.82,12.58,232.34,312.12,2339.13,0.97,0
101.96,88.24,121.06,15.73,908.05,180.51,2652.94,0.99,0
81.76,79.5,102.59,18.19,1435.55,314.96,1609.79,0.71,1
69.63,68.45,88.83,32.95,1424.3,189.44,2468.75,0.32,0
