v_ego,v_followed,v_oncoming,dist_flw_m,dist_oncom_m,engine_power_kw,weight_kg,road_friction,rel_v_oncoming,rel_v_followed,target
70.94,67.55,107.62,31.32,202.45,298.56,2541.0,0.62,178.56,3.3900000000000006,0
59.45,65.78,98.04,10.47,538.12,319.44,1399.27,0.34,157.49,-6.329999999999998,0
92.61,82.8,95.7,41.23,783.54,157.14,1911.6,0.24,188.31,9.810000000000002,0
128.18,46.19,117.31,14.59,880.79,201.12,1603.1,0.78,245.49,81.99000000000001,1
58.64,69.98,52.27,36.57,801.73,240.43,2752.8,0.4,110.91,-11.340000000000003,0
122.2,46.64,120.6,21.76,839.28,117.04,2271.46,0.78,242.8,75.56,1
126.53,48.36,66.76,47.07,1381.97,222.42,1379.58,0.88,193.29000000000002,78.17,1
115.8,60.88,88.59,39.27,817.2,318.37,2869.51,0.4,204.39,54.919999999999995,1
122.58,89.06,81.6,16.14,185.6,272.21,2333.84,0.33,204.18,33.519999999999996,0
105.68,54.44,103.08,16.76,885.55,124.71,1820.98,0.42,208.76,51.24000000000001,1
108.31,84.61,102.02,23.59,810.76,134.88,2943.39,0.82,210.32999999999998,23.700000000000003,1
95.36,103.49,115.43,32.88,317.63,169.18,1466.76,0.65,210.79000000000002,-8.129999999999995,0
100.98,60.4,51.04,38.27,493.44,212.07,1329.98,0.3,152.02,40.580000000000005,1
100.22,61.97,74.34,29.67,342.49,161.1,1801.37,0.8,174.56,38.25,0
52.66,49.36,55.52,41.82,1325.26,201.92,2850.45,0.33,108.18,3.299999999999997,1
69.3,75.62,84.03,36.05,428.36,205.17,2284.51,0.84,153.32999999999998,-6.320000000000007,0
105.6,109.7,123.78,17.82,1201.88,138.93,2701.61,0.4,229.38,-4.1000000000000085,0
91.0,104.59,70.57,13.56,1452.33,260.26,2274.54,0.64,161.57,-13.590000000000003,1
95.2,97.68,53.58,47.29,1431.45,144.91,1407.06,0.99,148.78,-2.480000000000004,0
96.56,68.05,85.56,13.36,360.98,272.8,1512.7,0.81,182.12,28.510000000000005,0
83.7,84.43,116.53,38.1,662.69,130.57,2791.25,0.43,200.23000000000002,-0.730000000000004,0
56.41,59.39,127.35,49.06,528.06,247.89,2702.39,0.55,183.76,-2.980000000000004,0
107.15,95.31,50.43,11.97,1197.48,93.61,2651.32,0.58,157.58,11.840000000000003,1
110.32,106.34,63.92,15.66,172.18,281.47,1675.2,0.32,174.24,3.9799999999999898,0
78.37,87.17,62.39,30.14,1380.57,100.55,1997.91,0.94,140.76,-8.799999999999997,1
85.47,43.82,51.76,27.53,1261.0,181.36,2876.35,0.34,137.23,41.65,1
59.08,60.24,66.81,26.32,1346.44,123.36,1482.88,0.87,125.89,-1.1600000000000037,1
129.24,62.61,57.05,47.96,1055.84,116.14,1580.75,0.79,186.29000000000002,66.63000000000001,1
98.46,43.52,77.74,20.5,1036.46,209.72,1982.44,0.33,176.2,54.93999999999999,1
105.68,86.32,124.67,14.0,401.76,305.5,2654.22,0.8,230.35000000000002,19.360000000000014,0
123.19,105.28,79.33,45.6,1386.39,322.94,1368.29,0.75,202.51999999999998,17.909999999999997,1
111.97,78.12,58.56,13.54,278.09,341.0,2611.35,0.63,170.53,33.849999999999994,0
120.2,58.17,69.73,25.04,785.39,306.93,2208.42,0.65,189.93,62.03,1
53.26,92.5,109.58,18.45,247.81,304.55,2931.97,0.73,162.84,-39.24,0
116.3,81.93,89.35,41.0,910.18,100.32,2777.61,0.42,205.64999999999998,34.36999999999999,1
91.68,100.1,85.06,29.01,1003.14,307.47,2202.29,0.37,176.74,-8.419999999999987,0
110.05,42.73,72.38,28.49,1441.92,203.31,2551.6,0.62,182.43,67.32,1
89.15,43.97,66.66,40.38,353.75,179.49,1542.91,0.84,155.81,45.18000000000001,0
62.93,53.57,123.6,33.97,282.63,194.37,2983.34,0.89,186.53,9.36,0
118.17,49.6,91.75,47.85,288.24,159.38,2748.52,0.48,209.92000000000002,68.57,0
76.15,91.91,81.58,43.69,1298.58,321.84,2779.41,0.83,157.73000000000002,-15.759999999999991,0
76.82,61.68,92.74,10.89,995.15,214.09,1432.42,0.82,169.56,15.139999999999993,1
97.83,85.97,117.86,33.02,1149.34,204.74,1523.15,0.66,215.69,11.86,0
108.28,102.12,65.74,34.24,671.57,153.27,2517.43,0.7,174.01999999999998,6.159999999999997,0
104.24,46.61,111.97,46.98,634.85,320.88,2460.63,0.33,216.20999999999998,57.629999999999995,1
93.38,85.0,93.49,22.16,193.27,245.86,1593.47,0.72,186.87,8.379999999999995,0
101.0,41.08,66.48,49.2,892.66,112.19,1707.63,0.9,167.48000000000002,59.92,1
90.03,91.47,57.29,26.12,960.87,272.94,1807.79,0.3,147.32,-1.4399999999999977,0
90.05,84.74,116.26,43.94,158.24,339.05,1526.02,0.5,206.31,5.310000000000002,0
102.37,53.46,89.51,29.97,1207.05,247.06,2860.68,0.45,191.88,48.910000000000004,1
110.88,82.3,123.62,13.73,344.77,291.76,2592.78,0.86,234.5,28.58,0
72.46,55.37,101.54,10.76,1180.53,178.34,1809.49,0.75,174.0,17.089999999999996,1
127.07,86.68,89.83,38.11,1247.21,153.5,1857.01,0.79,216.89999999999998,40.389999999999986,1
100.68,88.16,105.85,43.41,984.79,165.58,1348.7,0.59,206.53,12.52000000000001,0
93.26,73.2,65.41,26.06,1480.96,222.76,2765.98,0.47,158.67000000000002,20.060000000000002,1
119.65,76.26,70.0,31.24,985.36,140.08,2138.65,0.78,189.65,43.39,1
115.8,61.82,117.79,28.91,1127.41,149.59,2210.26,0.63,233.59,53.98,1
89.37,91.91,79.64,12.03,642.98,293.52,1529.89,0.66,169.01,-2.539999999999992,0
69.45,68.22,90.8,21.84,1197.07,331.81,1458.26,0.34,160.25,1.230000000000004,0
84.02,106.66,56.01,37.67,110.82,217.08,1677.46,0.66,140.03,-22.64,0
109.29,53.0,84.21,39.44,1369.96,94.59,2671.13,0.81,193.5,56.290000000000006,1
103.22,71.27,124.68,28.79,979.89,328.74,2347.54,0.58,227.9,31.950000000000003,1
108.08,97.01,50.68,24.74,744.09,258.4,2354.58,0.3,158.76,11.069999999999993,0
81.4,85.38,65.32,28.84,130.02,337.85,1354.81,0.72,146.72,-3.9799999999999898,0
76.01,93.83,65.58,13.44,593.45,149.48,2739.43,0.7,141.59,-17.819999999999993,0
104.66,80.99,70.22,41.54,979.32,332.52,2920.41,0.51,174.88,23.67,1
80.07,89.45,58.24,29.3,1162.27,283.92,2595.34,0.64,138.31,-9.38000000000001,0
50.91,50.49,107.63,46.68,387.33,125.32,2829.94,0.99,158.54,0.4199999999999946,0
51.53,96.56,126.47,25.03,792.88,278.32,1831.39,0.67,178.0,-45.03,0
127.31,56.71,59.2,34.88,337.25,118.09,2946.88,0.96,186.51,70.6,0
108.92,107.88,113.98,41.59,1254.93,105.79,2691.0,0.28,222.9,1.0400000000000063,0
84.22,80.28,64.61,20.97,975.56,123.42,2395.61,0.46,148.82999999999998,3.9399999999999977,0
83.8,84.99,124.96,34.26,1173.38,190.09,2128.78,0.95,208.76,-1.1899999999999977,0
94.41,67.08,89.25,34.49,874.13,268.63,1496.24,0.81,183.66,27.33,1
113.33,93.5,129.07,46.97,1469.05,163.58,2271.15,0.83,242.39999999999998,19.83,1
66.13,51.4,126.92,17.45,897.59,183.14,1672.03,0.77,193.05,14.729999999999997,1
127.12,67.04,53.84,22.22,979.59,327.97,1654.09,0.76,180.96,60.08,1
122.52,68.17,129.43,11.44,345.86,101.31,1586.63,0.28,251.95,54.349999999999994,0
73.38,100.87,74.43,10.99,1396.41,278.64,2316.68,0.59,147.81,-27.49000000000001,1
68.22,88.11,67.61,12.34,1344.73,289.11,1953.19,0.56,135.82999999999998,-19.89,1
86.38,87.43,72.9,16.11,251.07,154.99,2895.16,0.63,159.28,-1.0500000000000114,0
119.29,40.85,55.83,33.13,1317.74,230.49,2882.26,0.26,175.12,78.44,1
81.76,53.24,88.16,27.84,382.52,134.26,2778.08,0.29,169.92000000000002,28.520000000000003,0
69.73,51.68,78.48,15.08,1403.02,223.89,2974.06,0.49,148.21,18.050000000000004,1
103.1,100.06,121.53,48.12,308.97,276.85,1710.91,0.72,224.63,3.039999999999992,0
94.16,107.6,73.35,28.06,1289.36,304.99,2480.25,0.76,167.51,-13.439999999999998,0
108.32,100.63,52.81,39.63,1325.46,218.82,2738.14,0.22,161.13,7.689999999999998,0
54.15,87.49,109.63,18.6,462.44,107.79,2739.9,0.99,163.78,-33.339999999999996,0
105.65,106.64,101.83,38.67,342.38,256.94,1876.25,0.86,207.48000000000002,-0.9899999999999949,0
83.57,49.82,87.33,23.51,1376.89,343.46,1477.21,0.61,170.89999999999998,33.74999999999999,1
105.16,88.44,98.62,20.07,126.92,260.57,1434.14,0.42,203.78,16.72,0
103.08,92.38,76.98,37.48,913.87,284.99,2526.5,0.78,180.06,10.700000000000003,0
109.08,109.41,53.07,44.12,934.32,231.05,2958.33,0.81,162.15,-0.3299999999999983,0
79.68,57.18,62.6,21.84,816.11,176.11,2867.28,0.62,142.28,22.500000000000007,1
129.46,102.06,90.25,33.55,684.83,89.75,1868.64,0.45,219.71,27.400000000000006,0
71.05,73.28,55.86,43.78,101.99,183.77,2475.0,0.61,126.91,-2.230000000000004,0
103.33,97.46,117.66,17.76,801.74,92.71,1304.68,0.61,220.99,5.8700000000000045,0
54.82,100.32,79.55,31.37,675.88,123.87,2821.75,0.57,134.37,-45.49999999999999,0
119.82,40.07,108.54,28.32,112.89,102.36,1453.01,0.77,228.36,79.75,0
106.55,81.84,74.57,24.8,666.04,331.24,1408.33,0.39,181.12,24.709999999999994,1
71.66,52.72,56.63,30.67,1334.78,84.65,1889.57,0.75,128.29,18.939999999999998,1
113.83,69.52,85.26,39.25,1064.41,166.85,2910.32,0.56,199.09,44.31,1
55.09,95.85,67.29,28.97,156.34,77.69,2193.77,0.34,122.38000000000001,-40.75999999999999,0
105.52,67.97,78.4,24.61,1052.09,102.21,2103.96,0.48,183.92000000000002,37.55,1
82.06,47.41,92.59,37.72,829.99,230.02,2567.86,0.62,174.65,34.650000000000006,1
59.75,81.16,106.1,27.11,452.46,256.93,2170.94,0.79,165.85,-21.409999999999997,0
114.05,67.74,62.86,29.36,553.39,146.12,2917.39,0.29,176.91,46.31,1
128.73,54.72,91.62,11.51,503.5,110.14,2733.41,0.5,220.35,74.00999999999999,1
92.37,57.7,113.36,20.28,742.22,80.57,2883.35,0.89,205.73000000000002,34.67,1
119.36,94.91,76.35,33.13,1361.66,97.01,1351.92,0.29,195.70999999999998,24.450000000000003,1
52.96,86.99,103.34,10.21,526.91,201.45,2883.6,0.24,156.3,-34.029999999999994,0
112.79,99.39,122.1,22.44,230.89,175.42,2962.77,0.44,234.89,13.400000000000006,0
98.57,108.03,115.35,39.07,1121.56,322.14,1410.05,0.8,213.92,-9.460000000000008,0
69.73,87.87,81.53,21.38,118.82,229.05,2571.04,0.26,151.26,-18.14,0
50.12,104.86,112.16,34.13,861.46,80.1,2987.65,0.9,162.28,-54.74,0
99.79,108.42,90.54,29.07,361.36,242.96,1925.22,0.56,190.33,-8.629999999999995,0
69.97,87.58,69.3,40.52,325.31,218.56,1530.12,0.65,139.26999999999998,-17.61,0
115.34,52.23,99.22,13.94,1389.44,229.21,1702.63,0.52,214.56,63.11000000000001,1
102.36,88.25,125.02,31.68,1275.48,344.66,2364.28,0.78,227.38,14.11,1
127.72,108.86,85.3,47.89,197.59,246.57,2819.39,0.3,213.01999999999998,18.86,0
128.88,96.31,127.51,48.82,811.01,203.65,1859.32,0.92,256.39,32.56999999999999,0
102.71,101.55,65.29,24.89,1032.83,77.66,2984.25,0.83,168.0,1.1599999999999966,0
125.24,69.1,123.58,23.39,243.97,348.35,2307.55,0.87,248.82,56.14,0
76.53,54.3,96.81,29.62,1246.37,155.09,1834.76,0.69,173.34,22.230000000000004,1
88.47,109.74,77.44,28.16,732.81,139.35,2797.86,0.54,165.91,-21.269999999999996,0
110.19,41.01,90.41,30.7,613.33,172.81,2936.74,0.63,200.6,69.18,1
101.94,50.93,104.89,10.79,1167.12,299.81,2669.75,0.73,206.82999999999998,51.01,1
89.78,80.91,58.67,48.47,1038.26,270.67,2535.49,0.31,148.45,8.870000000000005,0
71.49,82.25,82.24,27.8,716.75,117.51,2557.12,0.24,153.73,-10.760000000000005,0
119.49,86.74,55.64,46.37,291.37,248.22,1484.7,0.49,175.13,32.75,0
128.48,109.12,111.26,26.11,667.32,157.92,1840.61,0.42,239.74,19.359999999999985,0
59.47,78.2,120.31,22.6,482.74,242.17,2187.54,0.46,179.78,-18.730000000000004,0
71.92,93.01,114.96,47.54,495.68,194.91,2454.56,0.29,186.88,-21.090000000000003,0
124.63,97.78,96.16,38.87,520.88,147.48,1791.17,0.93,220.79,26.849999999999994,0
72.15,99.16,79.7,47.55,289.53,268.23,2852.08,0.24,151.85000000000002,-27.00999999999999,0
123.8,79.76,92.15,47.21,708.98,108.61,2962.6,0.53,215.95,44.03999999999999,1
55.74,69.88,119.89,26.57,1475.57,254.39,1886.85,0.6,175.63,-14.139999999999993,0
99.22,51.75,93.39,35.36,396.77,221.6,2432.08,0.31,192.61,47.47,0
66.39,73.95,108.62,24.73,586.36,244.24,2098.03,0.52,175.01,-7.560000000000002,0
63.64,69.28,78.49,38.41,574.15,335.57,2363.97,0.88,142.13,-5.640000000000001,0
114.39,55.31,110.86,38.42,1442.24,114.56,1380.49,0.41,225.25,59.08,1
112.39,80.79,129.33,40.51,1160.48,233.23,2187.81,0.47,241.72000000000003,31.599999999999994,1
96.95,97.93,75.65,19.97,499.14,287.9,2926.06,0.72,172.60000000000002,-0.980000000000004,0
89.76,98.01,90.03,27.78,1062.88,251.91,1947.14,0.75,179.79000000000002,-8.25,0
98.62,83.28,94.33,41.27,291.94,253.8,2943.31,0.7,192.95,15.340000000000003,0
77.25,57.08,89.92,15.89,153.42,268.6,2552.49,0.56,167.17000000000002,20.17,0
85.21,76.31,119.33,18.47,389.58,189.08,2425.82,0.39,204.54,8.899999999999991,0
84.48,40.64,118.2,37.55,308.79,212.77,1913.93,0.93,202.68,43.84,0
83.32,49.09,85.91,34.35,1270.56,270.09,2678.9,0.86,169.23,34.22999999999999,1
127.84,56.91,59.71,26.1,569.67,115.59,2547.68,0.56,187.55,70.93,1
68.28,70.79,125.37,13.56,813.85,280.28,2304.82,0.53,193.65,-2.510000000000005,0
70.14,40.76,90.25,37.83,290.64,144.53,1469.53,1.0,160.39,29.380000000000003,0
89.77,69.4,92.91,39.16,1198.31,307.84,1952.83,0.43,182.68,20.36999999999999,1
63.51,49.89,92.68,10.77,488.33,168.86,1867.93,0.97,156.19,13.619999999999997,0
88.04,99.14,73.59,18.49,919.14,346.02,2120.61,0.91,161.63,-11.099999999999994,0
90.6,46.65,86.66,23.78,364.04,346.64,1951.98,0.53,177.26,43.949999999999996,0
128.14,61.31,65.3,19.09,755.52,230.82,1402.06,0.71,193.44,66.82999999999998,1
124.16,41.58,54.51,38.24,477.77,105.68,2431.41,0.82,178.67,82.58,1
81.4,86.33,125.5,37.45,426.27,145.7,2071.91,0.47,206.9,-4.929999999999993,0
84.39,94.72,109.48,27.32,832.45,262.47,2045.81,0.77,193.87,-10.329999999999998,0
99.91,44.73,61.29,44.09,545.39,89.46,2095.24,0.32,161.2,55.18,1
99.28,50.3,106.48,12.65,935.43,93.91,1759.91,0.75,205.76,48.980000000000004,1
79.52,79.96,88.91,17.13,1482.63,147.46,1357.34,0.86,168.43,-0.4399999999999977,1
115.27,79.47,107.63,20.52,412.22,184.44,2151.2,0.5,222.89999999999998,35.8,0
64.99,87.82,93.12,37.53,1061.55,295.39,2616.31,0.52,158.11,-22.83,0
52.77,69.45,104.19,44.97,1343.8,222.27,2647.87,0.53,156.96,-16.68,0
90.27,104.9,124.93,18.21,1312.73,262.27,2882.48,0.45,215.2,-14.63000000000001,0
93.96,83.37,62.55,41.09,1265.12,230.43,1969.99,0.82,156.51,10.58999999999999,1
128.75,83.59,84.17,19.1,847.21,319.3,2149.26,0.2,212.92000000000002,45.16,1
52.44,44.69,61.42,30.48,698.43,170.84,2867.06,0.97,113.86,7.75,0
82.83,82.58,60.54,25.93,571.7,325.55,1667.74,0.48,143.37,0.25,0
129.04,62.47,90.78,30.24,1228.56,105.37,2500.84,0.46,219.82,66.57,1
67.27,45.19,56.66,42.06,938.85,135.1,2927.93,0.53,123.92999999999999,22.08,1
96.69,100.41,79.75,29.81,1017.83,187.09,2982.26,0.41,176.44,-3.719999999999999,0
56.45,50.72,112.56,18.55,630.72,77.07,2822.45,0.84,169.01,5.730000000000004,0
102.91,45.45,107.56,21.65,654.32,195.74,2365.72,0.6,210.47,57.459999999999994,1
100.58,41.53,74.09,35.52,979.46,220.53,2543.96,0.26,174.67000000000002,59.05,1
106.65,89.04,98.41,15.45,1442.47,252.56,2450.97,0.75,205.06,17.61,1
92.59,53.75,104.17,45.0,471.66,155.16,1881.38,0.33,196.76,38.84,0
79.5,87.27,83.02,33.22,859.37,140.65,2396.47,0.35,162.51999999999998,-7.769999999999996,0
125.42,87.4,80.87,27.97,858.01,255.98,1869.29,0.81,206.29000000000002,38.019999999999996,1
122.86,52.65,62.61,25.35,133.33,303.94,1626.64,0.74,185.47,70.21000000000001,0
54.5,88.8,53.29,36.53,694.82,261.88,2096.88,0.73,107.78999999999999,-34.3,0
128.77,61.96,75.31,13.43,1113.31,179.16,2614.92,0.29,204.08,66.81,1
92.86,75.18,79.78,24.74,423.65,210.63,2631.5,0.31,172.64,17.679999999999993,0
69.48,53.74,112.96,39.59,460.28,272.91,1674.42,0.38,182.44,15.740000000000002,0
75.15,93.64,79.92,40.86,756.94,249.98,2469.66,0.91,155.07,-18.489999999999995,0
127.57,54.37,91.08,42.76,488.87,314.34,1551.14,0.63,218.64999999999998,73.19999999999999,1
56.07,71.78,87.66,17.23,391.94,132.17,2522.58,0.7,143.73,-15.71,0
97.39,78.96,60.1,32.14,193.09,105.91,2801.45,0.94,157.49,18.430000000000007,0
110.27,90.06,88.74,38.64,1497.63,160.64,2051.45,0.27,199.01,20.209999999999994,1
104.74,44.73,60.14,39.43,880.11,313.93,2552.94,0.81,164.88,60.01,1
102.54,101.46,104.99,45.74,724.35,315.12,2776.67,0.37,207.53,1.0800000000000125,0
69.39,56.41,114.26,43.86,1239.58,97.88,2176.38,0.5,183.65,12.980000000000004,0
55.32,105.48,116.21,38.56,1365.24,286.06,2969.03,0.34,171.53,-50.160000000000004,0
88.48,55.89,119.08,26.81,150.39,148.52,1745.56,0.6,207.56,32.59,0
112.8,68.24,106.7,37.93,1239.9,321.0,2875.8,0.52,219.5,44.56,1
107.98,95.57,85.89,21.66,721.8,297.72,2261.87,0.33,193.87,12.41000000000001,0
119.08,86.36,91.11,26.04,1269.3,219.69,2577.73,0.49,210.19,32.72,1
53.75,100.88,105.0,24.06,1190.45,95.58,1328.09,0.96,158.75,-47.129999999999995,0
98.54,108.85,87.15,37.03,173.95,199.2,2017.93,0.91,185.69,-10.309999999999988,0
66.04,61.72,62.27,31.74,145.97,242.63,2024.74,0.25,128.31,4.320000000000007,0
110.98,65.05,51.02,12.0,1060.3,165.3,1376.26,0.54,162.0,45.93000000000001,1
88.11,58.08,59.0,47.47,949.84,234.11,1852.48,0.65,147.11,30.03,1
71.2,40.93,58.27,14.72,537.51,324.11,2825.18,0.28,129.47,30.270000000000003,1
116.35,71.12,95.03,27.29,212.62,111.44,2582.86,0.71,211.38,45.22999999999999,0
78.38,51.3,87.42,44.86,1423.11,145.59,1407.06,0.82,165.8,27.08,1
73.2,73.97,58.63,47.54,1056.15,265.31,2071.96,0.39,131.83,-0.769999999999996,0
125.91,47.1,68.7,43.33,861.45,327.68,1730.24,0.21,194.61,78.81,1
122.16,90.23,97.55,44.84,471.95,290.05,2808.72,0.48,219.70999999999998,31.929999999999993,0
124.57,77.26,126.93,47.03,1253.32,175.65,2476.28,0.23,251.5,47.30999999999999,1
127.94,61.26,105.32,37.82,1352.33,164.84,1988.36,0.38,233.26,66.68,1
62.08,82.95,69.58,39.0,1474.68,173.9,2986.33,0.79,131.66,-20.870000000000005,1
100.1,105.43,53.76,48.68,1043.93,196.06,2993.31,0.27,153.85999999999999,-5.3300000000000125,0
125.49,96.69,74.18,20.42,1356.09,217.19,2935.35,0.7,199.67000000000002,28.799999999999997,1
126.43,97.32,75.96,18.09,1224.19,274.48,2980.46,0.49,202.39,29.110000000000014,1
98.77,102.67,90.98,24.21,139.57,270.29,2526.49,0.51,189.75,-3.9000000000000057,0
119.46,97.43,105.51,15.68,531.79,281.72,2662.23,0.57,224.97,22.029999999999987,0
80.75,70.03,95.92,18.11,1243.76,147.85,2893.22,0.53,176.67000000000002,10.719999999999999,1
128.05,57.42,92.39,48.17,1289.32,247.23,1742.93,0.32,220.44,70.63000000000001,1
84.53,42.13,69.15,30.78,506.91,275.5,2638.02,0.81,153.68,42.4,1
127.76,82.04,58.74,39.13,442.74,308.24,1955.62,0.53,186.5,45.72,0
76.85,68.45,86.04,22.39,1328.56,194.3,2908.08,0.55,162.89,8.399999999999991,1
119.75,107.03,75.15,46.06,1380.83,144.49,1519.43,0.59,194.9,12.719999999999999,0
93.74,67.83,115.17,48.12,1231.84,172.65,1352.28,0.97,208.91,25.909999999999997,1
102.53,51.38,123.61,21.52,1269.75,280.27,1741.45,0.67,226.14,51.15,1
102.0,73.96,79.17,31.65,942.06,253.91,1888.42,0.68,181.17000000000002,28.040000000000006,1
129.71,77.42,93.0,18.1,912.31,333.96,2506.6,0.83,222.71,52.290000000000006,1
63.26,50.23,68.45,31.82,123.65,78.61,2071.24,0.48,131.71,13.030000000000001,0
54.0,85.66,61.45,21.84,1354.17,96.45,2819.96,0.75,115.45,-31.659999999999997,1
85.98,75.87,123.17,41.05,1373.34,212.62,2198.48,0.64,209.15,10.11,0
95.73,105.04,79.81,21.42,995.46,330.76,2531.41,0.39,175.54000000000002,-9.310000000000002,0
75.73,52.18,120.28,42.72,650.83,106.54,2352.21,0.23,196.01,23.550000000000004,0
119.51,98.28,71.43,43.4,1350.68,80.95,2048.06,0.51,190.94,21.230000000000004,1
83.81,59.98,85.5,19.79,1130.48,149.05,2248.78,0.38,169.31,23.830000000000005,1
78.69,75.42,53.59,48.94,659.16,306.63,1681.31,0.46,132.28,3.269999999999996,0
74.95,68.38,97.16,47.09,636.15,294.06,2427.64,0.79,172.11,6.570000000000007,0
60.01,75.42,122.32,26.12,510.87,139.87,2087.52,0.75,182.32999999999998,-15.410000000000004,0
82.83,90.64,89.44,15.79,1162.5,94.23,1490.13,0.73,172.26999999999998,-7.810000000000002,0
94.54,50.0,93.99,23.09,934.13,328.99,1468.11,0.27,188.53,44.540000000000006,1
50.61,49.41,117.32,10.45,1158.22,242.52,1566.34,0.59,167.93,1.2000000000000028,1
76.68,96.4,128.02,37.14,302.52,292.96,2054.63,0.48,204.70000000000002,-19.72,0
85.62,66.79,92.18,17.14,1359.08,117.54,2621.53,0.25,177.8,18.83,1
77.45,94.05,99.47,23.98,1446.91,254.04,1304.29,0.22,176.92000000000002,-16.599999999999994,0
50.46,79.92,89.71,19.79,231.21,193.74,2994.22,0.23,140.17,-29.46,0
73.24,66.8,118.37,30.32,1180.65,165.83,1575.62,0.31,191.61,6.439999999999998,0
64.34,40.93,70.17,14.02,1414.91,156.45,2486.27,0.37,134.51,23.410000000000004,1
91.25,82.3,99.72,11.92,449.55,115.05,1428.49,0.61,190.97,8.950000000000003,0
61.27,41.06,88.92,20.14,563.95,82.99,1644.54,0.71,150.19,20.21,1
58.2,49.32,68.25,35.6,805.85,113.73,2862.81,0.9,126.45,8.880000000000003,0
80.16,80.45,125.08,35.51,1147.33,192.74,1959.49,0.28,205.24,-0.29000000000000625,0
55.37,69.24,68.14,35.84,415.08,123.64,2958.32,0.24,123.50999999999999,-13.869999999999997,0
88.99,68.01,53.88,44.8,398.85,330.24,1415.6,0.85,142.87,20.97999999999999,0
107.95,69.92,59.4,44.39,739.65,254.33,1843.85,0.61,167.35,38.03,1
109.19,108.36,103.13,46.07,1238.57,102.01,2775.11,0.78,212.32,0.8299999999999983,0
73.3,94.86,57.16,36.36,199.14,264.31,1405.49,0.96,130.45999999999998,-21.560000000000002,0
117.55,109.08,57.02,26.31,774.36,328.58,2957.69,0.93,174.57,8.469999999999999,0
125.57,63.39,102.07,29.04,1264.01,324.33,1626.57,0.98,227.64,62.17999999999999,1
124.75,70.19,109.16,39.55,431.91,113.79,2975.89,0.2,233.91,54.56,0
88.49,58.58,73.58,42.36,291.75,211.41,2563.64,0.89,162.07,29.909999999999997,0
63.18,104.44,85.93,30.37,1218.19,280.6,2006.74,0.9,149.11,-41.26,0
120.24,101.55,94.91,18.6,136.35,160.46,2445.63,0.82,215.14999999999998,18.689999999999998,0
74.76,109.81,87.96,32.27,361.53,175.2,2546.63,0.86,162.72,-35.05,0
64.28,105.4,124.54,36.94,217.53,131.22,2518.23,0.55,188.82,-41.120000000000005,0
99.91,49.67,115.65,47.14,1434.56,349.04,1440.67,0.27,215.56,50.239999999999995,1
120.13,78.78,83.03,36.05,294.88,257.76,1474.15,0.47,203.16,41.349999999999994,0
119.66,106.45,99.13,41.94,428.93,275.6,1981.52,0.47,218.79,13.209999999999994,0
60.6,94.29,57.49,27.58,1205.21,148.94,1463.22,0.54,118.09,-33.690000000000005,1
96.41,91.42,83.2,28.12,872.45,237.83,2667.3,0.73,179.61,4.989999999999995,0
50.11,87.38,121.13,18.25,847.04,154.49,1464.42,0.76,171.24,-37.269999999999996,0
124.48,44.17,129.91,28.37,1265.98,346.84,1711.12,0.67,254.39,80.31,1
94.88,75.39,50.68,35.5,1027.4,92.25,2133.34,0.41,145.56,19.489999999999995,1
114.84,66.99,108.17,38.81,1480.9,177.94,1971.99,0.31,223.01,47.85000000000001,1
79.97,61.97,97.7,36.05,189.93,137.61,2925.88,0.87,177.67000000000002,18.0,0
123.45,66.4,70.41,46.62,999.8,219.06,1783.05,0.78,193.86,57.05,1
68.18,79.72,76.95,19.42,471.75,183.66,2684.99,0.9,145.13,-11.539999999999992,0
68.25,72.1,100.45,40.0,1224.1,335.37,2883.68,0.85,168.7,-3.8499999999999943,0
67.65,43.59,55.06,40.86,1154.74,97.87,2919.77,0.63,122.71000000000001,24.060000000000002,1
97.29,71.37,79.89,35.4,1060.73,210.07,2897.71,0.75,177.18,25.92,1
72.86,71.86,93.05,47.03,404.73,322.02,2266.2,0.21,165.91,1.0,0
66.26,92.63,60.8,21.75,1144.77,77.19,1443.63,0.86,127.06,-26.36999999999999,1
95.56,107.58,61.25,49.68,981.39,182.84,2346.89,0.53,156.81,-12.019999999999996,0
70.19,83.91,105.96,25.42,1133.47,104.84,2534.99,0.93,176.14999999999998,-13.719999999999999,0
91.96,47.81,55.06,16.4,172.33,300.32,2748.12,0.64,147.01999999999998,44.14999999999999,0
120.33,92.3,88.73,29.88,1082.61,347.45,2709.07,0.46,209.06,28.03,1
88.64,98.74,67.58,24.28,498.58,308.95,1856.2,0.28,156.22,-10.099999999999994,0
111.69,74.47,128.44,14.96,230.0,333.85,1599.1,0.73,240.13,37.22,0
58.84,108.54,89.81,40.09,884.66,130.9,1620.86,0.88,148.65,-49.7,0
85.9,79.47,114.6,22.87,712.64,158.12,1707.41,0.92,200.5,6.430000000000007,0
64.17,108.48,106.64,38.64,1343.63,332.89,2032.26,0.39,170.81,-44.31,0
81.83,95.75,125.49,31.33,1082.24,192.88,1654.79,0.44,207.32,-13.920000000000002,0
73.56,90.99,80.35,14.9,642.59,147.28,1902.63,0.79,153.91,-17.429999999999993,0
111.91,54.28,56.85,20.92,704.26,284.11,2726.97,0.98,168.76,57.629999999999995,1
55.52,62.95,86.43,37.95,797.11,256.83,1816.29,0.89,141.95000000000002,-7.43,0
